:ID;authorName:string
6762121;Steve Mock
6762122;Karan Bhatia
6762123;Mason J. Katz
6762124;Greg Bruno
6762125;Federico D. Sacerdoti
6762126;Philip M. Papadopoulos
6762127;Kim K. Baldridge
6762128;Asmat Ullah Khan
6762129;Susmit Bagchi
6762130;Neetu Kushwaha
6762131;Millie Pant
6762132;Nishank Trivedi
6762133;Kevin T. Pedretti
6762134;Yohei Matsuhashi
6762135;Takahiro Shinagawa
6762136;Yoshiaki Ishii
6762137;Nobuyuki Hirooka
6762138;Kazuhiko Kato
6762139;Xiwei Xu
6762140;Yue Liu
6762141;Liming Zhu
6762142;Haonan Yao
6762143;Athanasios V. Vasilakos
6762144;Emilio Luque
6762145;Miquel A. Senar
6762146;Daniel Franco 0002
6762147;Porfidio Hernández
6762148;Elisa Heymann
6762149;Juan C. Moure
6762150;Feng Zhao 0003
6762151;Yajun Zhu
6762152;Laurence T. Yang
6762153;Amanda Calatrava
6762154;Eloy Romero
6762155;Germán Moltó
6762156;Miguel Caballer
6762157;José M. Alonso
6762158;Jian J. Zhang 0001
6762159;Lihua You
6762160;Helber Wagner da Silva
6762161;Felipe Barbalho
6762162;Augusto José Venâncio Neto
6762163;Adriana Budura
6762164;Philippe Cudré-Mauroux
6762165;Karl Aberer
6762166;Johan J. Lukkien
6762167;Ning Xi
6762168;Cong Sun 0001
6762169;Jianfeng Ma
6762170;Yulong Shen
6762171;Ghulam Jillani Ansari
6762172;Jamal Hussain Shah
6762173;Mussarat Yasmin
6762174;Muhammad Sharif 0001
6762175;Steven Lawrence Fernandes
6762176;Hongjun Liu
6762177;Ping Luo
6762178;Zhifeng Zeng
6762179;Xavier Masip-Bruin
6762180;Eva Marín-Tordera
6762181;Admela Jukan
6762182;Guang-Jie Ren
6762183;Shu Qin Ren
6762184;Benjamin Hong Meng Tan
6762185;Sivaraman Sundaram
6762186;Taining Wang
6762187;Yibin Ng
6762188;Victor Chang 0001
6762189;Khin Mi Mi Aung
6762190;Huiyuan Xiong
6762191;Minghui Zhang
6762192;Ronghui Zhang
6762193;Xionglai Zhu
6762194;Lu Yang
6762195;Xuemei Guo
6762196;Bowen Cai
6762197;Hua Guo
6762198;Yandong Zheng
6762199;Zhoujun Li
6762200;Chunhe Xia
6762201;Xiang Fan
6762202;Yang Xiang 0001
6762203;Xiaohua Jia
6762204;Francis C. M. Lau 0001
6762205;Dipak Ghosal
6762206;Benjamin K. Poon
6762207;Keith Kong
6762208;Kaili Mao
6762209;Huan Chen
6762210;Lei Wang 0037
6762211;Mohammed Atiquzzaman
6762212;Tuan Anh Trinh
6762213;Helmut Hlavacs
6762214;Lotfi A. Zadeh
6762215;Sangmi Lee Pallickara
6762216;Shrideep Pallickara
6762217;Milija Zupanski
6762218;W. Dekker
6762219;Emna Fki
6762220;Xiaolong Xu
6762221;Hanzhong Rong
6762222;Ella Pereira
6762223;Marcello Trovati
6762224;Alois Ferscha
6762225;Allen D. Malony
6762226;David Rodenas-Herraiz
6762227;Antonio-Javier García-Sánchez
6762228;Victor P. Gergel
6762229;Roman G. Strongin
6762230;Ireneusz Karkowski
6762231;Henk Corporaal
6762232;Yogesh Sharma
6762233;Weisheng Si
6762234;Daniel Sun
6762235;Bahman Javadi
6762236;Miguel A. Martínez-Prieto
6762237;Carlos E. Cuesta
6762238;Mario Arias
6762239;Javier D. Fernández
6762240;Absalom E. Ezugwu
6762241;Aderemi Oluyinka Adewumi
6762242;Suchuan Dong
6762243;Joseph A. Insley
6762244;Nicholas T. Karonis
6762245;Michael E. Papka
6762246;Justin Binns
6762247;George E. Karniadakis
6762248;Ryan Ghanbari
6762249;Mahdi Jalili
6762250;József Kovács
6762251;Péter Kacsuk
6762252;Radoslaw Januszewski
6762253;Gracjan Jankowski
6762254;Mehmet Fatih Aktas
6762255;Georgiana Haldeman
6762256;Manish Parashar
6762257;Javier López
6762258;Ruben Rios
6762259;Feng Bao 0001
6762260;Guilin Wang
6762261;Alexey Savelyev
6762262;Emre H. Brookes
6762263;Tony R. Martinez
6762264;Waralak Chongdarakul
6762265;Peraphon Sophatsathit
6762266;Chidchanok Lursinsap
6762267;Lin Cai
6762268;Yong Qi
6762269;Wei Wei
6762270;Jinsong Wu
6762271;Jingwei Li
6762272;Bidyut Mukherjee
6762273;Songjie Wang
6762274;Wenyi Lu
6762275;Roshan Lal Neupane
6762276;Daniel Dunn
6762277;Yijie Ren
6762278;Qi Su
6762279;Prasad Calyam
6762280;G. Bucci
6762281;Riccardo Detti
6762282;Stefano Nativi
6762283;Valdo Pasqui
6762284;Toshiya Naka
6762285;Yoshiyuki Mochizuki
6762286;Shigeo Asahara
6762287;Ok-Hyeong Cho
6762288;Ehab Nabiel Alkhanak
6762289;Saif ur Rehman Khan
6762290;Mahmoud Naghibzadeh
6762291;Wanchun Dou
6762292;Qi Chen
6762293;Jinjun Chen
6762294;Vishakha Singh
6762295;Indrajeet Gupta
6762296;Prasanta K. Jana
6762297;Vinod P
6762298;Akka Zemmari
6762299;Mauro Conti
6762300;Guangwu Hu
6762301;Wenlong Chen
6762302;Qi Li 0002
6762303;Yong Jiang 0001
6762304;Ke Xu 0002
6762305;Yang-Lang Chang
6762306;Chin-Chuan Han
6762307;Fan-Di Jou
6762308;Kuo-Chin Fan
6762309;Kun-Shan Chen
6762310;Jeng-Horng Chang
6762311;Takaji Inamuro
6762312;Takeshi Ogata
6762313;Fumimaru Ogino
6762314;Aldo Dall'Osso
6762315;Ding Ding
6762316;Renato Figueiredo
6762317;Christian Berkhoff
6762318;Sergio F. Ochoa
6762319;José A. Pino
6762320;Jesús Favela
6762321;Luis A. Guerrero
6762322;Daniel Díaz López
6762323;Ginés Dólera Tormo
6762324;Félix Gómez Mármol
6762325;Gregorio Martínez Pérez
6762326;Miki Fukunari
6762327;Yu-Liang Chi
6762328;Philip M. Wolfe
6762329;Fasma Diele
6762330;Stefania Ragni
6762331;Leandro Soares Indrusiak
6762332;Ricardo Augusto da Luz Reis
6762333;Tina Balke
6762334;Marina De Vos
6762335;Julian A. Padget
6762336;Ashok Kumar Das
6762337;Sherali Zeadally
6762338;Debiao He
6762339;Anand Natrajan
6762340;Marty A. Humphrey
6762341;Andrew S. Grimshaw
6762342;T. J. Reynolds
6762343;A. J. Beaumont
6762344;A. S. K. Cheng
6762345;Sergio A. Delgado-Rannauro
6762346;L. A. Spacek
6762347;Antonios Litke
6762348;Dimosthenis Kyriazis
6762349;Young-Sik Lee
6762350;Luis Cavazos Quero
6762351;Sang-Hoon Kim
6762352;Jin-Soo Kim 0001
6762353;Seungryoul Maeng
6762354;Unil Yun
6762355;Donggyu Kim
6762356;Jianfeng Lu 0002
6762357;Yun Xin
6762358;Zhao Zhang
6762359;Hao Peng
6762360;Jianmin Han
6762361;Mingxin Gan
6762362;Rui Jiang
6762363;Ruppa K. Thulasiram
6762364;Hong Linh Truong
6762365;Thomas Fahringer
6762366;Yongxuan Lai
6762367;Lu Zhang
6762368;Fan Yang
6762369;Lv Zheng
6762370;Tian Wang 0001
6762371;Kuan-Ching Li
6762372;Janice E. Cuny
6762373;Jenifer L. Skidmore
6762374;Matthew J. Sottile
6762375;Siva Kumar Gavvala
6762376;Saeed Parsa
6762377;Fereshteh-Azadi Parand
6762378;Hua Ma
6762379;Haibin Zhu
6762380;Zhigang Hu
6762381;Wensheng Tang
6762382;Pingping Dong
6762383;Abbas Eslami Kiasari
6762384;Hamid Sarbazi-Azad
6762385;Mohamed Ould-Khaoua
6762386;Pascale Launay
6762387;Jean-Louis Pazat
6762388;Nicoletta Del Buono
6762389;Tom Peterka
6762390;Daniel J. Sandin
6762391;Jinghua Ge
6762392;Javier Girado
6762393;Robert Kooima
6762394;Jason Leigh
6762395;Andrew E. Johnson
6762396;Marcus Thiébaux
6762397;Thomas A. DeFanti
6762398;D. J. Parsons
6762399;José-Jesús Fernández
6762400;Inmaculada García
6762401;Ester M. Garzón
6762402;Intae Hwang
6762403;Taewon Jang
6762404;Min-goo Kang
6762405;Sangmin No
6762406;Jungyoung Son
6762407;Daesik Hong
6762408;Changeon Kang
6762409;Minggang Dou
6762410;Jingying Chen
6762411;Dan Chen 0001
6762412;Xiaodao Chen
6762413;Ze Deng
6762414;Xuguang Zhang
6762415;Kai Xu
6762416;Jian Wang
6762417;Jeffrey D. Weekley
6762418;Ladislau Bölöni
6762419;Damla Turgut
6762420;Young-Chul Shim
6762421;Tiziano Politi
6762422;Ramakrishnan Srikant
6762423;Zheng Xu 0001
6762424;Yunhuai Liu
6762425;Hui Zhang
6762426;Denghui Liu
6762427;Jinli Cao
6762428;Andrés Iglesias 0001
6762429;Mike Fagan
6762430;Alan Carle
6762431;Lisa Kovalchick
6762432;Jen-Yao Chung
6762433;Kaijun Leng
6762434;Ya Bi
6762435;Linbo Jing
6762436;Han-Chi Fu
6762437;Amritpal Singh
6762438;Sahil Garg
6762439;Shalini Batra
6762440;Neeraj Kumar 0001
6762441;Le Sun
6762442;Hai Dong
6762443;Omar Khadeer Hussain
6762444;Farookh Khadeer Hussain
6762445;Alex X. Liu
6762446;Charles Yount
6762447;Alejandro Duran
6762448;Josh Tobin
6762449;Andrej Podzimek
6762450;Lubomír Bulej
6762451;Lydia Y. Chen
6762452;Walter Binder
6762453;Petr Tuma 0001
6762454;Stefano Ferretti
6762455;Feng Zhu 0009
6762456;Yiping Yao
6762457;Wenjie Tang
6762458;Dan Chen
6762459;Sergio Trilles
6762460;Andrea Calia
6762461;Óscar Belmonte
6762462;Joaquín Torres-Sospedra
6762463;Raúl Montoliu
6762464;Joaquín Huerta
6762465;Peter Ansell
6762466;Abdel Monim M. Artoli
6762467;Drona Kandhai
6762468;Huub C. J. Hoefsloot
6762469;Alfons G. Hoekstra
6762470;Dan C. Marinescu
6762471;Olaf Schenk
6762472;Klaus Gärtner
6762473;Runhe Huang
6762474;Peter Kimani Mungai
6762475;Jianhua Ma
6762476;Kevin I-Kai Wang
6762477;Ximeng Liu
6762478;Rongxing Lu
6762479;Le Chen
6762480;Haiyong Bao
6762481;Piotr Przymus
6762482;Krzysztof Rykaczewski
6762483;Ryszard Wisniewski
6762484;Muhammad Al-Qurishi
6762485;Majed A. AlRubaian
6762486;Sk. Md. Mizanur Rahman
6762487;Atif Alamri
6762488;Louis O. Hertzberger
6762489;Vandana Bhatia
6762490;Rinkle Rani
6762491;C. Hecker
6762492;David Roytenberg
6762493;Z. Wang
6762494;Mary Moore
6762495;Todd Eavis
6762496;George Dimitrov
6762497;Ivan Dimitrov
6762498;David Cueva
6762499;Alex Lopez
6762500;Ahmad Taleb
6762501;Erica Y. Yang
6762502;Brian Matthews
6762503;Michael D. Wilson
6762504;Richard Olejnik
6762505;Teodor-Florin Fortis
6762506;Bernard Toursel
6762507;Khalil M. Ahmad Yousef
6762508;Ali Shatnawi
6762509;Mohammad Latayfeh
6762510;Ad Emmen
6762511;Leslie Versweyveld
6762512;Tiantian Wang
6762513;Kechao Wang
6762514;Xiaohong Su
6762515;Lei Zhang 0036
6762516;Spiros Koulouzis
6762517;Adam S. Z. Belloum
6762518;Zhiming Zhao
6762519;Miroslav Zivkovic
6762520;Cees T. A. M. de Laat
6762521;Bhawna Goyal
6762522;Ayush Dogra
6762523;Sunil Agrawal
6762524;B. S. Sohi
6762525;Tuan Nguyen Gia
6762526;Imed Ben Dhaou
6762527;Mai Ali
6762528;Amir M. Rahmani
6762529;Tomi Westerlund
6762530;Pasi Liljeberg
6762531;Hannu Tenhunen
6762532;Alexandru Sirbu
6762533;Cristian Pop
6762534;Cristina Serbanescu
6762535;Florin Pop
6762536;Grzegorz J. Nalepa
6762537;José T. Palma-Méndez
6762538;María Trinidad Herrero Ezquerro
6762539;Qin Liu 0003
6762540;Chanle Wu
6762541;Qunzhi Zhou
6762542;Yogesh Simmhan
6762543;Viktor K. Prasanna
6762544;Sebti Bousri
6762545;Fangxiaoqi Yu
6762546;Haopeng Chen
6762547;Jinqing Xu
6762548;Edward Seidel
6762549;Gabrielle Allen
6762550;André Merzky
6762551;Evangelos Pournaras
6762552;Mark Yao
6762553;Dirk Helbing
6762554;Fabio López-Pires
6762555;Benjamín Barán
6762556;Leonardo Benítez
6762557;Saúl Zalimben
6762558;Augusto Amarilla
6762559;Marek R. Ogiela
6762560;Leonard Barolli
6762561;Kenneth A. Hawick
6762562;Paul D. Coddington
6762563;Jun Murai
6762564;Akira Kato
6762565;Yahya Hassanzadeh-Nazarabadi
6762566;Alptekin Küpçü
6762567;Öznur Özkasap
6762568;Robert H. Deng
6762569;Man Ho Au
6762570;Shubham Goel
6762571;Ravinder Kumar
6762572;John Fulcher
6762573;Hidemoto Nakada
6762574;Mitsuhisa Sato
6762575;Satoshi Sekiguchi
6762576;Fan Zhang 0003
6762577;Junwei Cao
6762578;Keqin Li 0001
6762579;Samee U. Khan
6762580;Kai Hwang 0001
6762581;Tomasz Buchert
6762582;Cristian Ruiz
6762583;Lucas Nussbaum
6762584;Olivier Richard
6762585;Ibrar Yaqoob
6762586;Ibrahim Abaker Targio Hashem
6762587;Arif Ahmed
6762588;S. M. Ahsan Kazmi
6762589;Choong Seon Hong
6762590;Samet Tonyali
6762591;Kemal Akkaya
6762592;Nico Saputro
6762593;A. Selcuk Uluagac
6762594;Mehrdad Nojoumian
6762595;Giancarlo Fortino
6762596;Mukaddim Pathan
6762597;Zhen Chen
6762598;Limin Shen
6762599;Feng Li
6762600;Long Zheng 0001
6762601;Yanchao Lu
6762602;Minyi Guo
6762603;Song Guo 0001
6762604;Cheng-Zhong Xu 0001
6762605;Oscar Ardaiz
6762606;Leandro Navarro
6762607;Luis de-la-Fuente-Valentín
6762608;Mar Pérez-Sanagustín
6762609;Davinia Hernández-Leo
6762610;Abelardo Pardo
6762611;Josep Blat
6762612;Carlos Delgado Kloos
6762613;Pierre Michaud
6762614;Riichiro Mizoguchi
6762615;Rafah M. Almuttairi
6762616;Rajeev Wankar
6762617;Atul Negi
6762618;C. Raghavendra Rao 0001
6762619;Arun Agarwal
6762620;Álvaro Herrero
6762621;Martí Navarro
6762622;Emilio Corchado
6762623;Vicente Julián
6762624;K. Lue
6762625;K. Miyai
6762626;Adam K. L. Wong
6762627;Andrzej M. Goscinski
6762628;Piotr Mrówczynski
6762629;Jakub T. Moscicki
6762630;Massimo Lamanna
6762631;Frederik Orellana
6762632;Emmanuel Issman
6762633;Gérard Degrez
6762634;Ivanoe De Falco
6762635;Umberto Scafuri
6762636;Ernesto Tarantino
6762637;Jan Prins
6762638;Jan Hermans
6762639;Geoffrey Mann
6762640;Lars S. Nyland
6762641;Martin Simons
6762642;Tundong Liu
6762643;Fufeng Chen
6762644;Yingran Ma
6762645;Yi Xie
6762646;Najla Sassi
6762647;Kais Ben Salah
6762648;Khaled Ghédira
6762649;Fehmi Burcin Özsoydan
6762650;Yin Zhang 0002
6762651;Dijiang Huang
6762652;Di Wu 0001
6762653;Yong Li 0008
6762654;Gabriele Kotsis
6762655;Young Choon Lee
6762656;Björn Schiemann
6762657;Lothar Borrmann
6762658;Dawid Kurzyniec
6762659;Piotr Luszczek
6762660;Pascale Vicat-Blanc Primet
6762661;Franois Echantillac
6762662;Mathieu Goutelle
6762663;Sergio Andreozzi
6762664;Natascia De Bortoli
6762665;Sergio Fantinel
6762666;Antonia Ghiselli
6762667;Gian Luca Rubini
6762668;Gennaro Tortone
6762669;Maria Cristina Vistoli
6762670;Antonios G. Nanos
6762671;Jen-Hsiang Chen
6762672;Sergiu-Dan Stan
6762673;Ionut Muntean
6762674;Giorgio Figliolini
6762675;Pierluigi Rea
6762676;Chedli B. Bouzgarrou
6762677;Pavel Vitliemov
6762678;Joshua N. Cooper
6762679;Jurgen Van Capelle
6762680;Xiaoyong Xu
6762681;Maolin Tang
6762682;Yu-Chu Tian
6762683;Azzedine Boukerche
6762684;Caron Dzermajko
6762685;Kaiyuan Lu
6762686;Antonio J. Rubio-Montero
6762687;Eduardo Huedo
6762688;Rafael Mayo García
6762689;Ahmed Al-Dubi
6762690;Shoukat Ali
6762691;Lei Liu
6762692;Dakai Zhu 0001
6762693;Maria Mirto
6762694;Sandro Fiore
6762695;Italo Epicoco
6762696;Massimo Cafaro
6762697;Silvia Mocavero
6762698;Euro Blasi
6762699;Giovanni Aloisio
6762700;Hongjuan Li
6762701;Keqiu Li
6762702;Wenyu Qu
6762703;Ivan Stojmenovic
6762704;Xiaoyang Wang
6762705;Zhigao Zheng
6762706;Shunxiang Zhang
6762707;Zhongliang Wei
6762708;Yin Wang
6762709;Tao Liao
6762710;Shuai Gao
6762711;Yujing Zeng
6762712;Hongbin Luo
6762713;Hongke Zhang
6762714;Yongjian Yang
6762715;Wenbin Liu
6762716;En Wang
6762717;Hengzhi Wang
6762718;Giuseppe A. Sena
6762719;Dalila Megherbi
6762720;Germinal Isern
6762721;Seungmin Rho
6762722;Yu Chen
6762723;Alexander Wöhrer
6762724;Peter Brezany
6762725;Ivan Janciak
6762726;Eduard Mehofer
6762727;Lei Ren 0001
6762728;Xuejun Cheng
6762729;Xiaokang Wang
6762730;Jin Cui
6762731;Lin Zhang
6762732;Ben Niu 0001
6762733;Xiaoyan Zhu
6762734;Qinghua Li
6762735;Jie Chen
6762736;Hui Li 0006
6762737;Jean-Marie Cadiou
6762738;Ruben Van den Bossche
6762739;Kurt Vanmechelen
6762740;Monir Abdullah
6762741;Mohamed Othman
6762742;Hamidah Ibrahim
6762743;Shamala Subramaniam
6762744;Bilal Afzal
6762745;Muhammad Umair
6762746;Ghalib Asadullah Shah
6762747;Ejaz Ahmed
6762748;P. M. Meijer
6762749;Stefaan Poedts
6762750;J. P. Goedbloed
6762751;Nicola Cadenelli
6762752;Zoran Jaksic
6762753;Jordà Polo
6762754;David Carrera
6762755;Dickson K. W. Chiu
6762756;Muthu Ramachandran
6762757;Chung-Sheng Li
6762758;Ajit Kumar
6762759;K. S. Kuppusamy
6762760;G. Aghila
6762761;Xiaomin Li
6762762;Jiafu Wan
6762763;Peter Brunner
6762764;Hiroshi Umeo
6762765;Giancarlo Mauri
6762766;Guohua You
6762767;Masahiro Takatsuka
6762768;Long Thai
6762769;Blesson Varghese
6762770;Adam Barker
6762771;Zhen Liu
6762772;Ruoyu Wang 0002
6762773;Deyu Tang
6762774;Rubén Trapero
6762775;Jolanda Modic
6762776;Miha Stopar
6762777;Ahmed Taha
6762778;Neeraj Suri
6762779;J. Jesu Vedha Nayahi
6762780;V. Kavitha
6762781;Shams Al Ajrawi
6762782;Hayden Bialek
6762783;Mahasweta Sarkar
6762784;Ramesh Rao
6762785;Syed Hassan Ahmed
6762786;Hamdi Yahyaoui
6762787;Mohammed Almulla
6762788;Hala S. Own
6762789;Roshan Joy Martis
6762790;Varadraj P. Gurupur
6762791;Hong Lin
6762792;Aminul Islam
6762793;Eddy Caron
6762794;Andréea Chis
6762795;Frédéric Desprez
6762796;Alan Su 0001
6762797;Zhiyuan Shao
6762798;Ligang He
6762799;Zhiqiang Lu
6762800;Ciprian Dobre
6762801;Fatos Xhafa
6762802;Mohamed Abdel-Basset
6762803;Mai Mohamed
6762804;Wei Xing
6762805;Óscar Corcho
6762806;Marios D. Dikaiakos
6762807;Paolo D'Onorio De Meo
6762808;Danilo Carrabino
6762809;Nico Sanna
6762810;Tiziana Castrignanò
6762811;Giorgio Grillo
6762812;Flavio Licciulli
6762813;Sabino Liuni
6762814;Matteo Re
6762815;Flavio Mignone
6762816;Graziano Pesole
6762817;Yuexin Zhang
6762818;Wei Wu 0001
6762819;Abdulhameed Alelaiwi
6762820;Stephen A. Jarvis
6762821;Daniel P. Spooner
6762822;Helene N. Lim Choi Keung
6762823;Subhash Saini
6762824;Graham R. Nudd
6762825;Md. Mahmud Hossain
6762826;S. M. Riazul Islam
6762827;Farman Ali
6762828;Kyung Sup Kwak
6762829;Ragib Hasan
6762830;Zhan Shi 0001
6762831;Junhao Li
6762832;Pengfei Guo
6762833;Shuangshuang Li
6762834;Dan Feng 0001
6762835;Yi Su
6762836;Jorge Merino
6762837;Ismael Caballero
6762838;Bibiano Rivas
6762839;Manuel A. Serrano
6762840;Mario Piattini
6762841;Martin Polak
6762842;Piotr Wasiewicz
6762843;Artur Malinowski
6762844;Robert D. Nowak
6762845;Jan J. Mulawka
6762846;Piotr Borsuk
6762847;Piotr Weglenski
6762848;Andrzej Plucienniczak
6762849;Abdullah Alamri
6762850;Peter Bertók
6762851;James A. Thom
6762852;Adil Fahad
6762853;Jianxin Li
6762854;Erica Yang
6762855;Chunming Hu
6762856;Shenghai Zhong
6762857;Lihong Wang
6762858;Jakub Krzywda
6762859;Ahmed Ali-Eldin
6762860;Trevor E. Carlson
6762861;Per-Olov Östberg
6762862;Erik Elmroth
6762863;Gangin Lee
6762864;Neeraj Yadav
6762865;Joanna Kolodziej
6762866;Samee Ullah Khan
6762867;Lizhe Wang
6762868;Marek Kisiel-Dorohinicki
6762869;Sajjad Ahmad Madani
6762870;Ewa Niewiadomska-Szynkiewicz
6762871;Ralph Vigne
6762872;Juergen Mangler
6762873;Erich Schikuta
6762874;Stefanie Rinderle-Ma
6762875;Rego Granlund
6762876;Erik Berglund
6762877;Henrik Eriksson
6762878;José C. Cunha
6762879;Pedro D. Medeiros
6762880;Jiuyuan Huo
6762881;Liqun Liu
6762882;Yaonan Zhang
6762883;Lanxiang Chen
6762884;Pinar Alper
6762885;Khalid Belhajjame
6762886;Rosa Filgueira
6762887;Ilia Pietri
6762888;Ming Jiang
6762889;Rizos Sakellariou
6762890;Chen Gu
6762891;Matthew Bradbury
6762892;Jack Kirton
6762893;Arshad Jhumka
6762894;Boris Vaisband
6762895;Eby G. Friedman
6762896;Gao Jun
6762897;Matthew Witten
6762898;Yongsheng Hao
6762899;Guanfeng Liu
6762900;Na Wen
6762901;J. H. J. van Opheusden
6762902;M. T. A. Bos
6762903;Xiaomin Zhu
6762904;Nikola Rajovic
6762905;Alejandro Rico
6762906;Nikola Puzovic
6762907;Chris Adeniyi-Jones
6762908;Alex Ramírez
6762909;Nasrin Hamzelou
6762910;Mehrdad Ashtiani
6762911;Claudio M. de Farias
6762912;Italo C. Brito
6762913;Luci Pirmez
6762914;Flávia Coimbra Delicato
6762915;Paulo F. Pires
6762916;Taniro Chacon Rodrigues
6762917;Igor Leão dos Santos
6762918;Luiz F. R. C. Carmo
6762919;Thaís Vasconcelos Batista
6762920;Aske Plaat
6762921;Henri E. Bal
6762922;Rutger F. H. Hofman
6762923;Thilo Kielmann
6762924;Hector Klie
6762925;Ümit V. Çatalyürek
6762926;Tahsin M. Kurç
6762927;Wolfgang Bangerth
6762928;Vincent Matossian
6762929;Joel H. Saltz
6762930;Mary F. Wheeler
6762931;Antony Antony
6762932;Johan Blom
6762933;Jason Lee
6762934;Anna Divoli
6762935;Domenico Potena
6762936;Claudia Diamantini
6762937;Waleed W. Smari
6762938;Pere-Pau Vázquez
6762939;Mateu Sbert
6762940;Marc Breitler
6762941;Stephane Hegi
6762942;Jean-Daniel Reymond
6762943;Nils S. Tuchschmid
6762944;P. Victer Paul
6762945;N. Saravanan
6762946;S. K. V. Jayakumar
6762947;P. Dhavachelvan
6762948;Ramachandran Baskaran
6762949;Gregory Katsaros
6762950;Josep Subirats
6762951;Josep Oriol Fitó
6762952;Jordi Guitart
6762953;Pierre Gilet
6762954;Daniel Espling
6762955;Chenhui Yao
6762956;Shuodong Wu
6762957;Zhuo Liu
6762958;Peng Li
6762959;Mohammad K. Akbari
6762960;Lei Yu
6762961;Junxing Zhang
6762962;Aniello Castiglione
6762963;Marco Gribaudo
6762964;Mauro Iacono
6762965;Steven S. W. Lee
6762966;Po-Kai Tseng
6762967;Alice Chen
6762968;Eric Mourgaya
6762969;Kun Huang 0003
6762970;Dafang Zhang
6762971;Asdrúbal López Chau
6762972;Xiaoou Li
6762973;Wen Yu 0001
6762974;Chiara Curti
6762975;Tiziana Ferrari
6762976;Bas van Oudenaarde
6762977;Elisabetta Ronchieri
6762978;Francesco Giacomini
6762979;Hamed Haddad Pajouh
6762980;Ali Dehghantanha
6762981;Raouf Khayami
6762982;Luca Dieci
6762983;Alessandra Papini
6762984;Muhammad Atif
6762985;Peter Strazdins
6762986;Oscar Chinellato
6762987;Peter Arbenz
6762988;Matthias Streiff
6762989;Andreas Witzig
6762990;Zhaofeng Ma
6762991;Hongmin Gao
6762992;Zhen Wang 0011
6762993;Chris Walton
6762994;Dilsun Kirli Kaynar
6762995;Stephen Gilmore
6762996;Susumu Shibusawa
6762997;Mao Lin Huang
6762998;Tze-Haw Huang
6762999;Xuyun Zhang
6763000;Fabio Martinelli
6763001;Paolo Mori
6763002;Yupeng Wang
6763003;Xin Dai
6763004;Jason J. Jung
6763005;Chang Choi
6763006;Daniele Manini
6763007;Sucha Smanchat
6763008;Kanchana Viriyapant
6763009;Olivier Temam
6763010;Nathalie Drach
6763011;Xiao Zhu
6763012;Duo Liu
6763013;Liang Liang 0002
6763014;Kan Zhong
6763015;Linbo Long
6763016;Meikang Qiu
6763017;Zili Shao
6763018;Edwin Hsing-Mean Sha
6763019;Micah Beck
6763020;Jack J. Dongarra
6763021;Graham E. Fagg
6763022;Al Geist
6763023;Paul Gray
6763024;James Arthur Kohl
6763025;Mauro Migliardi
6763026;Keith Moore
6763027;Terry Moore
6763028;Philip Papadopoulous
6763029;Giuliano Taffoni
6763030;Davide Maino
6763031;Claudio Vuerli
6763032;Giuliano Castelli
6763033;Riccardo Smareglia
6763034;Andrea Zacchei
6763035;Fabio Pasian
6763036;Gianluca Dini
6763037;Arvind Pillai
6763038;Rajkumar Soundrapandiyan
6763039;Swapnil Satapathy
6763040;Suresh Chandra Satapathy
6763041;Ki-Hyun Jung
6763042;Rajakumar Krishnan
6763043;Francesco Lo Presti
6763044;Matteo Nardelli 0001
6763045;Gabriele Russo Russo
6763046;Keith G. Jeffery
6763047;Livio Baldi
6763048;Consolación Gil
6763049;Julio Ortega
6763050;Antonio F. Díaz
6763051;Maria Dolores Gil Montoya
6763052;Alessio Botta
6763053;Walter de Donato
6763054;Valerio Persico
6763055;Antonio Pescapè
6763056;M. Hakki Eres
6763057;Graeme E. Pound
6763058;Zhuoan Jiao
6763059;Jasmin L. Wason
6763060;Fenglian Xu
6763061;Andy J. Keane
6763062;Simon J. Cox
6763063;Lifeng Ai
6763064;Yasuo Suzuki
6763065;Youhui Zhang
6763066;Yanhua Li
6763067;Weimin Zheng
6763068;Rubing Duan
6763069;Xiaorong Li
6763070;Yu Lu
6763071;Shiqian Wu
6763072;Zhijun Fang
6763073;Naixue Xiong
6763074;Sook Yoon
6763075;Dong Sun Park
6763076;Nikolay Akatyev
6763077;Joshua I. James
6763078;Nicola Zingirian
6763079;Massimo Maresca
6763080;S. Nalin
6763081;José Javier Samper Zapater
6763082;Thomas Voith
6763083;Karsten Oberle
6763084;Manuel Stein
6763085;Liangliang Li
6763086;Alexandre Tiskin
6763087;Chris Walshaw
6763088;Mark Cross
6763089;Ralph Koning
6763090;Lingxia Liao
6763091;Chin-Feng Lai
6763092;Jaifu Wan
6763093;Victor C. M. Leung
6763094;Tien-Chi Huang
6763095;Hamza Turabieh
6763096;Amer O. Abu Salem
6763097;Noor Abu-El-Rub
6763098;Ruay-Shiung Chang
6763099;Han-Chieh Chao
6763100;Rodrigo Bonacin
6763101;Nicoletta Dessì
6763102;Maria Grazia Fugini
6763103;Olga Nabuco
6763104;Marcos Renato Da Silveira
6763105;Ben van Werkhoven
6763106;Jason Maassen
6763107;Frank J. Seinstra
6763108;Jinguang Han
6763109;Willy Susilo
6763110;Yi Mu 0001
6763111;Hubertus Franke
6763112;Colin Parris
6763113;Bülent Abali
6763114;Mukil Kesavan
6763115;Jean-Philippe Martin-Flatin
6763116;Naveen Chilamkurti
6763117;Adam Visegradi
6763118;Antonio Picariello
