:END_ID;:START_ID;volumeNo:int;year:int
12703;9046524;4;2012
14009;9046535;3;1996
10707;9046544;3;2008
9708;9046542;4;2015
412;9046539;4;1982
15385;9046542;5;1988
16896;9046527;1;1998
260;9046526;5;1980
16385;9046525;5;2016
2767;9046537;2;2004
6214;9046538;1;2012
7290;9046543;2;1993
7536;9046543;5;2015
7048;9046544;4;2018
3602;9046526;4;2013
7978;9046540;2;2008
11884;9046527;3;2014
18468;9046534;5;2017
17715;9046530;5;1989
16429;9046540;1;2015
4267;9046539;3;1991
19714;9046530;1;2018
9480;9046535;4;2008
5614;9046532;4;2016
7565;9046530;5;1997
18078;9046537;5;2015
1624;9046539;2;2008
2056;9046532;1;2011
14682;9046534;2;2007
9763;9046536;3;2003
17362;9046524;3;1992
215;9046542;5;2003
1224;9046525;4;1974
9189;9046530;2;2017
16047;9046542;5;2017
6256;9046528;3;2019
14551;9046538;2;2017
5412;9046524;3;2018
5296;9046532;3;1993
10029;9046529;4;2000
4339;9046542;3;2013
6844;9046524;1;2018
6817;9046540;2;2016
5624;9046536;2;2018
12453;9046532;3;2000
16810;9046544;5;2017
5576;9046530;1;2018
3483;9046538;2;2004
7347;9046542;3;2009
16186;9046530;1;2014
12927;9046525;4;2013
2380;9046534;2;2016
5552;9046541;1;2019
12735;9046541;1;1992
4344;9046527;5;2013
13568;9046544;1;2006
14319;9046524;5;2015
18295;9046525;3;2001
0;9046536;4;1996
4495;9046524;5;2018
18102;9046528;5;2016
6924;9046534;5;2006
13506;9046534;5;2014
3244;9046534;4;2006
11992;9046526;3;2011
14170;9046538;2;2010
1320;9046543;3;1977
7886;9046526;3;2013
19730;9046527;2;2014
9320;9046527;1;2010
8303;9046524;5;2018
13575;9046532;1;2003
2090;9046526;3;2015
7571;9046528;2;2018
15497;9046528;3;2011
19481;9046535;2;2017
17203;9046528;1;2015
19578;9046539;4;2014
19180;9046539;1;2018
3194;9046529;1;2006
5238;9046529;1;2018
4505;9046544;2;2017
10849;9046524;3;2008
12852;9046533;5;2014
9593;9046529;2;2010
4892;9046541;1;2017
9706;9046538;5;2007
8523;9046538;3;2018
12909;9046541;4;2014
2938;9046544;3;2009
11253;9046527;4;2013
14933;9046531;5;2016
17581;9046532;1;1999
2402;9046532;1;2004
12803;9046534;2;2008
16814;9046538;1;2007
15781;9046526;4;2017
17352;9046534;4;2016
14278;9046535;4;1990
12953;9046535;4;1999
321;9046528;5;1983
8322;9046544;4;2017
6753;9046529;1;2018
18545;9046527;1;2006
12551;9046535;5;1993
13773;9046527;2;1996
13389;9046544;3;2002
5203;9046525;3;2007
750;9046534;2;2014
18313;9046533;5;2018
19518;9046525;1;2015
3569;9046538;2;2011
8739;9046532;3;2009
7375;9046525;3;1999
281;9046542;4;2003
13735;9046535;1;1989
13655;9046528;1;1989
9344;9046533;2;2012
2095;9046535;2;2008
2394;9046538;2;2018
18008;9046533;4;2015
3240;9046542;2;2006
9643;9046533;3;2016
10726;9046536;2;2005
8454;9046525;5;2017
5804;9046533;1;2015
1221;9046540;1;1991
15538;9046537;5;2016
14454;9046526;1;2015
97;9046537;4;2007
7105;9046539;2;2013
1131;9046527;3;1976
19788;9046542;2;2016
7370;9046532;4;2019
6191;9046524;2;2010
15201;9046535;5;2016
18449;9046542;4;2017
19748;9046531;2;2018
6644;9046542;2;1989
18022;9046535;3;2011
13285;9046530;4;2008
3810;9046525;4;2006
6286;9046540;1;2016
8484;9046527;3;2013
11781;9046541;5;2016
5478;9046533;4;2015
14225;9046541;2;2004
6033;9046542;1;2018
6971;9046542;2;2019
15128;9046534;4;2017
6765;9046538;2;2007
1717;9046526;1;2013
9467;9046541;4;2009
7478;9046527;3;2018
10402;9046528;3;2006
7597;9046542;1;2001
4687;9046525;2;2003
1883;9046526;2;2017
5545;9046536;2;2010
8859;9046543;3;2017
18775;9046542;4;2014
11384;9046530;5;2009
4842;9046533;5;1990
9435;9046539;2;2009
8095;9046530;5;2014
16905;9046544;3;2015
10614;9046534;5;2006
5153;9046540;2;1988
6199;9046532;1;2011
16678;9046530;1;2015
9452;9046528;5;2006
14851;9046543;1;2012
5456;9046529;3;1998
14973;9046528;2;2019
13904;9046536;5;1993
15245;9046543;2;2005
9814;9046533;4;2003
2042;9046534;3;2009
2411;9046543;1;2015
8034;9046534;2;2016
16344;9046533;1;2009
11712;9046532;1;2010
19204;9046534;3;2007
773;9046528;2;2015
14719;9046532;1;1994
11337;9046524;3;2000
16202;9046534;4;2017
9713;9046543;5;2007
1393;9046534;5;1986
5501;9046533;3;2019
7107;9046535;4;2012
6459;9046538;3;2016
19070;9046529;4;2017
16003;9046539;4;2014
10001;9046544;2;2009
16279;9046542;1;1998
7162;9046534;2;2018
10666;9046524;1;2008
11932;9046535;1;2013
4279;9046532;3;2014
4959;9046525;5;2013
10012;9046529;3;2005
2383;9046537;1;2006
17973;9046535;5;1998
14591;9046535;3;1994
11593;9046530;5;2017
15077;9046535;5;2018
13349;9046541;5;2016
1348;9046537;4;1982
19455;9046539;4;2014
14924;9046528;5;1993
9220;9046543;3;2002
10450;9046529;2;2006
16054;9046533;4;2007
12234;9046525;3;1990
13523;9046535;5;2012
19311;9046525;1;2017
3805;9046528;2;2005
18682;9046539;4;2002
2559;9046532;4;2015
15172;9046524;4;2016
8869;9046538;3;2012
870;9046531;3;1978
8977;9046533;4;2017
11820;9046535;2;2018
9260;9046538;3;2017
13599;9046530;4;2012
19004;9046536;1;2016
13093;9046543;5;2015
4548;9046526;5;2016
6719;9046542;4;2009
19697;9046544;2;2017
6787;9046537;5;2013
6794;9046535;3;2018
17584;9046526;1;2010
4504;9046530;2;2017
8605;9046542;2;2011
14883;9046539;2;2008
19393;9046544;1;2001
17198;9046528;5;2015
9948;9046537;2;2013
18444;9046542;2;2018
14111;9046544;3;1992
18394;9046537;2;2013
379;9046541;1;1974
10997;9046534;3;2015
18786;9046531;1;2006
8405;9046525;5;2017
8256;9046542;2;2000
14309;9046539;1;2016
7580;9046527;1;2004
12384;9046532;4;2017
13849;9046544;3;2010
8853;9046541;3;2017
7876;9046543;1;2010
236;9046535;2;2017
579;9046529;1;2000
2581;9046530;1;2007
4866;9046544;4;2011
10321;9046531;4;2015
8298;9046532;4;2018
6012;9046532;3;2010
14652;9046527;5;1998
6539;9046543;1;1995
13496;9046535;5;1995
14052;9046541;5;2017
15311;9046537;5;2016
16467;9046534;2;2018
4398;9046527;5;2018
19802;9046531;1;2018
3872;9046528;1;2006
18110;9046532;4;2007
19244;9046541;3;2016
14542;9046531;5;2016
9296;9046526;3;2015
7126;9046529;4;2007
12832;9046526;5;2013
1855;9046530;1;2014
2661;9046543;4;2010
12;9046535;5;1983
16826;9046541;2;2014
840;9046533;1;1990
5415;9046537;5;2017
15985;9046532;1;2015
16754;9046538;1;2015
14519;9046534;3;1992
3950;9046533;4;2018
4922;9046530;4;2019
10294;9046527;1;2013
4590;9046531;1;2012
19335;9046524;1;2012
927;9046533;1;1971
988;9046528;1;1998
12543;9046532;1;2002
10;9046540;5;2006
14202;9046533;5;2004
13362;9046525;1;2016
10355;9046544;2;2007
14927;9046531;5;2008
18264;9046534;5;2004
5311;9046526;4;2004
7066;9046529;2;2001
851;9046525;4;2016
19243;9046524;2;2015
11485;9046533;1;2018
9550;9046542;3;2003
11126;9046526;3;2015
18859;9046525;2;2008
12864;9046527;4;2010
9036;9046531;5;2007
15237;9046544;5;2000
6061;9046524;1;2017
1110;9046527;5;1985
3058;9046542;1;2018
3215;9046535;1;2013
15197;9046541;3;2017
2785;9046536;5;2018
19299;9046544;4;2016
7264;9046526;4;1994
15098;9046527;5;2014
725;9046524;3;1978
17444;9046524;4;2016
14840;9046524;2;2000
3968;9046540;5;2018
6587;9046534;4;2003
1080;9046524;4;1991
19250;9046543;3;2016
1769;9046538;4;2017
1382;9046540;4;2002
10305;9046527;5;2016
5794;9046539;4;1987
603;9046542;5;1981
16713;9046541;1;2015
9413;9046542;1;2008
664;9046538;5;1977
17627;9046526;2;2018
14125;9046535;4;2016
17059;9046529;4;2017
18503;9046524;2;2011
860;9046536;4;2016
10472;9046530;5;2003
14629;9046529;1;2002
5859;9046526;4;2017
9542;9046541;2;2005
10084;9046525;2;2003
8094;9046544;3;2013
4310;9046534;4;2003
14294;9046529;4;1996
14704;9046530;1;1993
18038;9046524;5;2018
12021;9046542;4;1996
11863;9046538;2;2014
3286;9046524;4;2007
12223;9046539;5;2006
19088;9046539;3;2006
4637;9046538;4;2016
3438;9046544;1;2016
590;9046531;5;1991
5695;9046535;5;2003
11986;9046525;5;2016
562;9046531;1;2007
6280;9046537;3;2009
10307;9046526;1;2009
16723;9046534;1;2015
3371;9046539;1;2013
13884;9046535;2;2002
13881;9046531;4;2009
12294;9046534;3;1992
14611;9046532;3;1996
12997;9046529;2;2013
13512;9046536;5;2013
18283;9046526;4;2017
628;9046535;4;2006
1707;9046543;3;2016
13189;9046535;4;2004
10484;9046537;4;2011
12718;9046531;4;2010
10490;9046524;1;2005
11174;9046540;4;2005
5424;9046539;4;2019
19556;9046528;3;2014
10695;9046528;3;2005
15561;9046525;4;2018
12520;9046525;4;2016
5556;9046538;5;2013
6293;9046529;2;2016
4898;9046535;1;2018
2654;9046533;1;2016
5249;9046534;3;2000
15832;9046525;4;2014
10892;9046536;2;2016
6220;9046539;5;2003
9110;9046539;5;2017
3826;9046544;4;2003
8056;9046526;3;2014
16039;9046536;5;2013
7593;9046526;3;2005
17134;9046530;2;2012
7922;9046541;3;2018
19000;9046540;5;2009
4099;9046530;4;2010
15840;9046536;4;2016
112;9046530;1;1986
16001;9046534;1;2015
14021;9046524;1;2005
17449;9046544;5;1994
13269;9046528;1;1996
17229;9046525;2;1988
802;9046544;4;2010
10403;9046542;2;2004
3782;9046541;1;2008
7908;9046526;3;1995
1776;9046537;5;2008
9997;9046541;2;2008
19474;9046535;2;2018
16848;9046527;3;2014
16894;9046534;4;2018
3310;9046538;4;2001
8493;9046525;2;2017
10381;9046544;5;2002
13687;9046539;4;2005
4332;9046539;3;2013
7301;9046530;5;2005
17984;9046541;5;2016
547;9046542;4;1992
9670;9046540;1;2006
18000;9046539;3;2018
13420;9046541;4;2012
9735;9046538;2;2009
15634;9046530;2;2006
12326;9046530;5;2014
10287;9046526;2;2006
17025;9046531;3;2016
8585;9046533;2;2012
8938;9046534;2;2017
16098;9046536;3;2016
15259;9046535;2;2015
14535;9046530;5;1996
10052;9046544;3;2002
16327;9046543;3;2018
872;9046531;5;2004
17287;9046528;5;2017
17371;9046526;3;2015
16168;9046540;1;2008
3144;9046543;4;2001
2209;9046544;3;2010
3394;9046543;5;2013
19408;9046525;5;1999
11343;9046528;4;1995
7161;9046524;5;2005
17947;9046529;2;1990
701;9046539;1;1982
6159;9046526;4;2018
18470;9046526;2;2019
15854;9046524;2;2015
14254;9046524;2;2016
9918;9046526;4;2000
6876;9046524;2;2001
7617;9046524;2;1987
12242;9046529;1;2001
8046;9046532;4;2013
9125;9046541;4;2016
14248;9046524;1;2008
18652;9046542;1;2014
5993;9046525;2;2007
2584;9046544;1;2003
5435;9046524;3;2003
9146;9046544;2;2007
2511;9046534;2;2010
11341;9046528;1;2007
5454;9046544;5;2010
8074;9046532;2;2013
8547;9046528;4;2016
9203;9046537;1;2005
8918;9046532;1;2018
382;9046525;5;1981
11027;9046538;4;2000
11919;9046538;2;1999
4036;9046541;1;2004
12999;9046542;4;2009
13931;9046535;1;1998
4990;9046528;5;2005
7632;9046525;5;1992
8700;9046525;2;2017
6158;9046539;3;2018
1840;9046532;2;2011
7587;9046539;1;1993
17838;9046544;1;2014
11372;9046537;4;2016
8679;9046533;4;2015
18860;9046539;4;2018
13121;9046539;2;2008
17634;9046527;5;2009
8788;9046533;3;2017
17492;9046525;4;2017
10380;9046527;2;2014
6979;9046544;3;1996
14901;9046525;2;1991
14163;9046539;2;2013
15269;9046539;3;2019
16886;9046541;4;2015
19731;9046543;1;2018
2856;9046544;1;2018
6397;9046530;3;2007
6936;9046528;4;2016
13059;9046531;2;2010
2592;9046531;4;2002
6444;9046530;2;2018
3615;9046540;4;2015
16447;9046528;1;2013
14939;9046535;3;2013
17146;9046544;5;2017
17226;9046528;4;2015
9020;9046543;2;2009
14879;9046525;1;2006
10875;9046532;2;2012
15484;9046536;5;2012
17086;9046535;3;2003
5880;9046539;1;2002
11983;9046531;4;2002
16862;9046525;5;2017
1679;9046525;1;2017
19780;9046539;2;2014
11887;9046534;3;2016
14878;9046530;5;1990
17306;9046530;3;1994
7262;9046539;2;2013
9832;9046529;5;2015
6486;9046538;4;1999
8259;9046536;5;2014
12106;9046535;4;1998
14057;9046533;4;2006
6646;9046525;2;2013
16036;9046542;1;2010
4114;9046528;3;2018
8774;9046536;1;2014
14428;9046528;5;2008
9812;9046536;4;2000
4202;9046535;5;2018
7956;9046543;4;2012
3520;9046530;5;2018
8480;9046540;5;1990
16669;9046539;5;2014
14186;9046528;1;2013
14700;9046541;4;1990
3108;9046542;3;2006
12595;9046541;4;2013
19218;9046533;4;2018
12966;9046531;5;2014
11329;9046535;3;1998
9912;9046534;5;2004
3647;9046535;5;2014
19361;9046536;1;2015
8509;9046542;5;2016
18436;9046527;4;2016
9798;9046537;4;2000
5393;9046541;2;1984
17632;9046524;4;2018
16515;9046536;1;2008
9113;9046537;3;2018
11610;9046527;1;2018
8383;9046525;5;2017
17302;9046543;5;2013
16927;9046531;5;1989
4154;9046536;3;2005
14817;9046530;4;2000
11371;9046541;4;2006
6322;9046537;4;2010
6210;9046530;4;2019
2441;9046542;5;2010
16818;9046536;2;2017
9304;9046543;4;2012
15560;9046542;1;2003
6641;9046533;5;1999
14733;9046543;5;2010
12477;9046526;1;1992
10177;9046531;3;2014
7000;9046528;2;2018
1411;9046543;3;2011
5109;9046527;4;2019
6717;9046528;1;2019
18908;9046540;2;2014
10378;9046542;1;2001
1796;9046543;4;2014
14673;9046527;4;2004
18887;9046526;5;2013
1344;9046539;3;2017
12109;9046526;1;2019
2000;9046544;3;2005
6203;9046530;5;2018
537;9046524;3;1980
10151;9046528;2;2007
14062;9046537;2;1993
17088;9046544;3;2014
14029;9046535;3;2016
18065;9046524;4;2018
9924;9046534;3;2007
11802;9046542;3;2013
1824;9046531;1;2008
9210;9046525;1;2004
7823;9046541;2;2004
1808;9046528;5;2009
18108;9046541;1;2012
11070;9046540;1;2001
2596;9046535;5;2014
2740;9046528;5;2014
60;9046526;3;1979
19011;9046543;1;2013
11382;9046537;5;2013
11930;9046541;1;2015
868;9046527;3;2009
3517;9046527;1;2014
2836;9046528;1;2010
2416;9046524;3;2015
9149;9046530;5;2017
2530;9046529;4;2003
17288;9046533;2;2013
9241;9046534;2;2013
6712;9046531;1;1997
9944;9046531;2;2012
17834;9046527;2;2019
15674;9046533;4;2012
14746;9046541;5;2013
13742;9046537;4;2005
2130;9046528;5;2013
3198;9046536;2;2015
1632;9046525;5;2014
11453;9046536;1;2017
5529;9046539;1;2018
3581;9046533;1;2016
13249;9046532;3;1995
7240;9046542;4;2018
1957;9046532;3;2016
17529;9046544;2;2019
7791;9046525;5;2019
10881;9046529;5;2016
11971;9046526;3;2010
17384;9046542;3;1994
13762;9046527;3;2008
8787;9046528;3;2010
3241;9046532;3;2012
2904;9046544;2;2015
13725;9046532;1;2012
1478;9046543;5;2001
18402;9046543;1;2016
16855;9046529;5;2019
1299;9046539;1;1978
2327;9046525;4;2018
3961;9046530;3;2019
9503;9046531;1;2012
18901;9046525;4;2011
9378;9046526;5;2012
9245;9046543;5;2018
9425;9046536;1;2003
10770;9046524;5;2004
3626;9046539;4;2014
14864;9046540;3;1999
10936;9046526;1;2015
15384;9046527;2;1998
5374;9046534;3;2014
14109;9046544;4;2014
106;9046541;3;1981
6685;9046530;1;2017
4227;9046524;3;2014
14471;9046527;5;1989
14852;9046524;3;1990
17653;9046539;2;2015
586;9046532;1;1971
19709;9046528;3;2014
7288;9046538;4;2018
4549;9046530;4;2017
6271;9046531;1;2018
6237;9046534;4;2009
14443;9046524;1;1995
8393;9046531;3;2017
4904;9046526;3;2000
2862;9046532;1;2014
1947;9046532;1;2008
17519;9046528;2;2018
2488;9046543;4;2015
10354;9046533;3;2005
11840;9046536;3;2009
894;9046538;2;1985
10400;9046542;5;2010
2419;9046536;2;2003
17372;9046529;3;2006
11551;9046534;4;2013
18804;9046536;4;2002
6149;9046531;5;1990
14986;9046541;1;2017
10231;9046533;1;2015
16685;9046530;5;2016
4948;9046525;1;2015
5137;9046532;5;2019
7835;9046533;2;2012
2628;9046542;3;2008
15615;9046543;4;2007
12278;9046537;1;2002
12861;9046530;5;1992
17567;9046542;3;2019
2006;9046544;4;2013
10030;9046538;5;2008
3841;9046531;4;2010
11769;9046529;4;2016
11065;9046534;3;2015
10200;9046543;1;2001
9661;9046542;5;2016
6137;9046528;2;2010
2189;9046535;3;2010
2072;9046544;3;2008
7081;9046535;5;2012
18132;9046543;3;2001
4607;9046526;1;2017
4274;9046525;5;2014
19470;9046524;2;1996
1455;9046527;5;1994
10233;9046531;3;2014
3521;9046527;4;2016
7190;9046534;1;2002
8691;9046534;5;2018
3026;9046528;5;2016
1691;9046540;3;2006
13137;9046527;1;2005
12914;9046524;3;2013
15593;9046535;4;2012
1651;9046542;2;2008
18514;9046544;1;2013
8371;9046543;2;1999
11424;9046535;5;1998
12858;9046526;4;2018
15765;9046525;2;2015
1834;9046531;3;2012
1993;9046535;2;2011
1001;9046528;5;1985
10548;9046534;2;2011
105;9046531;5;2009
2021;9046541;5;2011
1675;9046537;3;2017
5711;9046539;5;2003
1816;9046533;1;2009
18305;9046534;2;2006
7087;9046528;1;2011
4206;9046538;1;2001
18437;9046528;5;2014
9786;9046544;2;2006
14685;9046535;5;2010
5781;9046527;5;2013
15382;9046538;4;2014
3743;9046535;5;2016
12628;9046527;4;2006
13313;9046524;3;2017
19275;9046524;3;2015
12250;9046528;4;2009
5399;9046537;1;2012
109;9046544;5;2001
13306;9046539;3;2008
19792;9046529;5;2018
12208;9046543;4;2013
18845;9046530;1;2017
4353;9046536;1;2006
11154;9046526;5;2005
11541;9046539;4;1994
6467;9046542;1;2016
12313;9046527;4;2010
10964;9046533;1;2011
15389;9046527;3;2017
4073;9046532;2;2018
12343;9046536;5;1995
7325;9046536;1;2013
8764;9046530;5;2018
14026;9046534;4;2003
3998;9046530;5;2010
7142;9046542;4;1998
7079;9046531;2;2013
11881;9046524;2;2006
1456;9046526;2;1972
1384;9046533;5;2005
3354;9046541;5;2014
12189;9046525;4;2006
13440;9046532;2;2005
2635;9046538;1;2012
11032;9046532;1;2006
6160;9046535;2;2016
1874;9046532;1;2015
9991;9046531;4;2010
15736;9046539;2;2018
16751;9046532;5;2016
1254;9046533;3;1983
16361;9046542;4;2016
5582;9046543;5;2017
3912;9046540;3;2013
1383;9046536;3;1992
14655;9046529;4;2001
14498;9046524;2;2014
19288;9046544;2;2013
2107;9046544;1;2013
10072;9046540;3;2015
16292;9046537;5;2014
9141;9046535;5;2016
9939;9046540;1;2010
15173;9046541;1;2018
11456;9046527;3;2012
16756;9046534;2;2016
327;9046531;2;1998
1999;9046527;3;2014
10365;9046544;5;2009
9005;9046524;3;2015
3277;9046533;3;2018
5819;9046530;2;2014
11517;9046533;3;1992
16811;9046533;5;2013
2483;9046530;1;2003
7330;9046539;2;2001
4683;9046533;4;2018
8265;9046526;4;2018
13211;9046535;4;2006
17670;9046530;5;2013
10246;9046542;2;2012
16563;9046526;1;1998
17710;9046539;4;2018
19196;9046532;3;2018
12372;9046535;3;1995
13556;9046525;1;2016
14474;9046536;5;2016
1759;9046528;1;2015
7002;9046531;4;2009
1629;9046536;4;2010
8315;9046531;1;1998
17480;9046544;4;2004
9151;9046544;5;2006
259;9046536;1;1983
6164;9046529;3;2018
15690;9046542;2;2012
7401;9046532;4;2013
12285;9046528;2;2013
8411;9046544;4;2018
16945;9046539;3;2017
2807;9046533;4;2013
13666;9046526;2;2009
8949;9046532;1;2008
2521;9046544;2;2017
11990;9046536;1;1993
4987;9046531;2;2001
15060;9046524;2;2006
4873;9046526;5;2018
2711;9046534;1;2003
13503;9046534;1;1993
5367;9046531;3;2008
3317;9046531;5;2008
6140;9046542;2;2004
14101;9046536;5;2009
19073;9046539;3;2005
10767;9046544;5;2014
14988;9046524;4;2015
5986;9046525;1;2000
13606;9046524;4;2015
11466;9046531;2;2016
11969;9046530;5;2012
14725;9046531;1;2008
6956;9046533;5;2016
3488;9046524;4;2009
1006;9046540;2;1979
12388;9046531;3;1995
11393;9046541;2;2013
9145;9046544;5;2015
477;9046527;1;1992
6892;9046533;4;2000
5908;9046539;2;2017
15857;9046538;3;2010
13361;9046541;4;1997
1466;9046526;4;2004
3158;9046531;2;2003
2590;9046529;4;2010
19650;9046534;1;2016
6382;9046542;3;2005
3769;9046528;2;2009
11557;9046530;3;2009
18060;9046531;4;2015
13334;9046529;2;2010
2719;9046527;1;2011
14270;9046543;4;1994
2601;9046540;1;2013
16112;9046530;5;2018
1854;9046539;5;2010
16430;9046543;3;2019
8838;9046543;4;2004
506;9046541;2;2016
16074;9046539;1;2016
14985;9046542;4;2014
14043;9046542;2;1998
13963;9046540;1;2002
5073;9046541;2;2016
2997;9046526;3;2018
8319;9046531;5;2017
832;9046530;1;2003
8581;9046527;1;2014
17556;9046542;2;2016
17500;9046532;2;2015
4199;9046544;5;2007
12406;9046534;5;2016
17582;9046533;3;2018
4819;9046531;4;2018
10992;9046541;5;2006
10618;9046535;3;2013
1259;9046535;5;1982
15771;9046527;3;2015
8940;9046537;1;2014
6457;9046531;2;2018
15352;9046532;4;2015
6245;9046524;5;2016
16698;9046531;3;2013
14816;9046544;4;1990
5293;9046529;3;2009
2646;9046532;2;2016
8970;9046542;5;2017
15204;9046539;1;2003
17930;9046541;3;1994
9068;9046534;1;1999
1257;9046539;3;1987
19725;9046529;2;2015
10363;9046544;1;2000
15317;9046528;1;2009
18071;9046525;2;2015
2204;9046524;1;2017
15742;9046540;3;2012
12177;9046530;4;2004
18732;9046543;4;2017
8280;9046532;5;2018
9418;9046538;1;2005
17684;9046526;3;2002
5368;9046529;4;2011
11183;9046542;2;2003
5204;9046541;2;2004
13237;9046524;2;2015
18045;9046525;2;2016
3167;9046530;4;2007
1043;9046540;2;1973
13291;9046525;1;2019
15701;9046542;1;1996
18624;9046543;2;2000
17082;9046544;2;2013
16700;9046536;1;2016
6421;9046537;3;2010
2835;9046526;1;2017
15090;9046526;1;2016
10520;9046540;2;2011
9998;9046527;5;2000
14736;9046539;2;2006
10760;9046542;1;2006
13277;9046529;5;2000
1009;9046544;3;1973
5998;9046542;2;2018
18252;9046541;3;2018
5036;9046535;3;2010
16195;9046538;4;2012
12648;9046541;3;2017
3404;9046532;4;2011
5847;9046525;1;2006
9889;9046541;5;2014
12182;9046531;4;1991
8423;9046544;1;2017
9552;9046537;3;2002
15663;9046529;1;2012
6365;9046543;1;2018
12151;9046538;3;1996
16267;9046529;3;2017
2636;9046537;5;2014
16305;9046537;5;2017
10352;9046528;4;2006
3659;9046543;1;2018
14595;9046532;3;2012
4991;9046538;2;2018
1802;9046536;1;2014
14476;9046526;3;2014
10418;9046538;1;2005
4931;9046540;2;1995
9890;9046544;5;2010
9790;9046543;3;2012
4350;9046538;2;1994
5628;9046534;3;2013
18888;9046529;2;2007
14758;9046541;5;1990
7070;9046542;5;2002
6830;9046542;3;2018
18666;9046531;2;2001
3050;9046526;2;2006
12980;9046538;1;2004
12369;9046535;5;2018
18815;9046542;5;2005
5796;9046535;5;2004
13250;9046541;4;2018
8955;9046531;1;1998
12518;9046528;4;2017
6773;9046530;5;2017
508;9046537;4;1994
4861;9046524;1;2010
7793;9046537;5;2001
11813;9046540;4;2015
13444;9046543;2;2010
11484;9046535;2;2016
17427;9046542;1;2017
3015;9046532;3;2009
16590;9046527;5;2015
2738;9046532;1;2018
18885;9046535;3;2014
2834;9046530;1;2011
12347;9046541;2;2018
7829;9046540;5;2007
17622;9046535;5;2016
5012;9046524;3;2018
12398;9046536;3;2016
10789;9046536;4;2010
1538;9046544;2;2016
387;9046542;5;2012
16370;9046529;3;2017
6562;9046538;4;2009
12784;9046539;2;2011
2572;9046525;1;2003
18147;9046543;5;2017
19197;9046532;5;2018
6727;9046537;5;2000
19347;9046540;5;2014
3165;9046538;1;2004
5027;9046539;1;2004
7135;9046526;3;2013
9035;9046524;3;2011
16519;9046539;1;2018
17250;9046529;5;2013
6496;9046544;3;2016
16584;9046536;3;2017
15363;9046536;1;2016
6074;9046529;2;2018
2697;9046541;5;2008
13914;9046536;5;2001
19338;9046529;2;2014
13272;9046524;1;1993
17489;9046534;2;2005
13934;9046536;3;2015
17106;9046525;5;2012
4562;9046544;4;2018
6094;9046543;5;2018
12789;9046525;3;2002
12003;9046526;3;1992
12531;9046543;5;2015
19003;9046530;3;2005
9986;9046527;3;2016
3866;9046541;1;2012
514;9046539;4;1984
2555;9046531;5;2019
223;9046528;3;1982
6964;9046534;1;2018
18565;9046540;1;2017
12390;9046538;4;2009
16236;9046526;1;2018
7614;9046526;5;1992
16936;9046526;2;2016
8209;9046543;1;2001
16622;9046540;1;2013
724;9046525;1;2013
5598;9046534;4;2018
2899;9046537;2;2014
13835;9046528;4;2016
13749;9046539;1;1993
5453;9046539;5;2016
1637;9046524;3;2015
19691;9046541;5;2016
1901;9046540;5;2016
2908;9046543;3;2013
9726;9046532;5;2009
8851;9046540;1;2003
14775;9046529;1;2007
13449;9046540;3;1991
15043;9046529;1;2015
16101;9046534;1;2017
11181;9046539;3;1999
13219;9046531;5;2006
9226;9046527;4;2002
971;9046526;5;1990
5674;9046543;3;2015
14314;9046544;5;2012
12554;9046538;4;2000
5207;9046526;3;2019
13290;9046538;5;1991
13363;9046538;3;1999
15862;9046526;5;2010
7771;9046535;5;2015
19415;9046544;3;2000
2409;9046524;2;2018
12127;9046533;1;1993
14954;9046540;1;2015
156;9046543;5;1972
4058;9046536;3;2007
5356;9046538;3;2019
16872;9046529;4;2011
3725;9046532;5;2011
8164;9046542;4;2017
11706;9046534;5;2018
7741;9046524;5;2010
15410;9046528;3;2001
10945;9046542;5;2002
3128;9046542;1;2002
15009;9046543;2;2001
6748;9046527;5;2017
12293;9046541;1;2013
16194;9046538;2;2012
15099;9046540;4;2016
8745;9046527;1;2018
11737;9046526;5;2014
15716;9046525;2;1994
13252;9046538;2;2017
9272;9046529;3;1990
15921;9046540;2;1994
18597;9046533;3;2018
7046;9046538;4;1990
12709;9046537;4;2002
10028;9046541;2;2005
9603;9046533;2;2001
1162;9046530;3;2018
14122;9046536;3;2013
5272;9046534;5;2016
8549;9046539;4;2014
5338;9046525;1;2019
3747;9046542;1;2013
14665;9046537;3;1998
19098;9046528;2;2008
7940;9046530;5;2018
14340;9046532;5;2005
16466;9046530;3;1989
8905;9046526;1;2016
7033;9046541;3;2013
6371;9046527;2;1995
15100;9046544;2;1999
2685;9046541;2;2006
16992;9046543;5;2016
4072;9046527;1;1997
13795;9046529;3;2015
3363;9046528;1;2015
14333;9046528;4;2013
3663;9046541;3;2009
5071;9046524;2;2018
4794;9046531;3;1999
18493;9046539;1;1992
16164;9046525;4;2017
11295;9046524;2;2013
18604;9046525;5;2012
18974;9046537;1;2008
17844;9046526;2;2017
6694;9046529;3;2008
19212;9046537;5;2016
4998;9046526;5;2010
17830;9046526;3;2011
14794;9046530;2;2009
2525;9046524;3;2015
335;9046525;4;1986
9453;9046544;5;2008
18152;9046527;5;2000
7319;9046530;3;2006
1480;9046538;3;1990
15062;9046538;4;2018
1895;9046531;2;2012
1898;9046535;1;2011
14724;9046534;4;1990
15082;9046531;1;2012
8972;9046538;4;2017
14993;9046532;4;2012
16188;9046524;2;1994
14409;9046538;3;2011
16997;9046538;4;2010
18143;9046535;5;2008
