:END_ID;city:string;:START_ID;editionNo:int;year:int
10628;London;100000004;3;2018
10630;Sau Paulo;100000001;5;2000
10633;London;100000005;4;2012
10636;New York;100000004;1;2007
10637;Stockholm;100000003;5;2009
10639;Beejing;100000004;2;2002
10641;Sau Paulo;100000003;4;2013
10642;Stockholm;100000001;4;2006
10643;Beejing;100000005;1;2007
10644;New York;100000005;3;2005
10647;London;100000003;1;2004
10649;Mumbai;100000004;3;2001
10650;Beejing;100000006;4;2009
10652;Beejing;100000003;1;2009
10654;London;100000001;4;2004
10655;Beejing;100000006;4;2008
10657;Sau Paulo;100000002;4;2000
10658;Philadelphia;100000004;3;2000
10659;London;100000003;1;2001
10661;London;100000001;1;2016
10663;Bagota;100000000;3;2001
10664;Bagota;100000003;5;2004
10665;Bagota;100000004;2;2006
10671;Philadelphia;100000004;4;2007
10673;New York;100000006;1;2008
10674;Philadelphia;100000003;1;2001
10676;Mumbai;100000006;1;2001
10678;London;100000003;5;2009
10679;Sau Paulo;100000004;2;2009
10680;Beejing;100000006;3;2008
10681;New York;100000000;3;2010
10682;Stockholm;100000004;2;2008
10684;Beejing;100000001;3;2001
10685;London;100000001;2;2013
10687;Beejing;100000004;3;2000
10688;Bagota;100000003;3;2019
10689;Bagota;100000006;5;2005
10690;Bagota;100000005;4;2002
10692;Stockholm;100000006;3;2018
10697;Bagota;100000004;2;2006
10698;Bagota;100000005;1;2010
10699;London;100000000;4;2018
10700;Bagota;100000001;5;2000
10701;Beejing;100000006;5;2010
10702;New York;100000003;3;2000
10703;Philadelphia;100000001;5;2017
10705;Beejing;100000004;2;2010
10708;New York;100000004;5;2013
10709;Philadelphia;100000003;5;2014
10711;London;100000006;4;2001
10712;London;100000001;2;2009
10713;Mumbai;100000003;2;2012
10715;Bagota;100000001;1;2000
10716;Beejing;100000003;2;2011
10718;Mumbai;100000001;2;2006
10719;Philadelphia;100000005;5;2019
10720;New York;100000001;2;2003
10722;New York;100000001;1;2009
10723;Sau Paulo;100000006;1;2003
10725;New York;100000002;3;2008
10727;Sau Paulo;100000002;3;2001
10728;Sau Paulo;100000004;5;2017
10730;Beejing;100000001;3;2008
10731;Stockholm;100000006;3;2008
10732;London;100000002;1;2001
10733;Beejing;100000000;2;2003
10735;Stockholm;100000005;3;2005
10737;Mumbai;100000006;4;2004
10739;Beejing;100000005;1;2012
10741;New York;100000005;4;2003
10742;London;100000000;1;2006
10743;Beejing;100000002;2;2000
10744;Sau Paulo;100000004;3;2008
10745;New York;100000005;4;2001
10746;Sau Paulo;100000004;2;2004
10748;Beejing;100000001;3;2001
10749;London;100000000;5;2003
10750;Sau Paulo;100000000;5;2010
10751;Bagota;100000001;2;2010
10752;New York;100000003;3;2012
10753;Beejing;100000006;5;2010
10754;Stockholm;100000003;5;2007
10755;Stockholm;100000000;3;2001
10756;Stockholm;100000004;1;2009
10757;London;100000006;5;2003
10758;London;100000001;2;2001
10762;Philadelphia;100000002;2;2011
10763;Stockholm;100000006;4;2004
10764;Stockholm;100000006;3;2003
10769;New York;100000004;2;2010
10771;Philadelphia;100000006;1;2016
10772;Stockholm;100000005;3;2004
10775;Beejing;100000005;1;2010
10776;Mumbai;100000002;5;2003
10777;Mumbai;100000002;1;2010
10778;Beejing;100000005;3;2008
10779;Bagota;100000005;3;2018
10780;Philadelphia;100000004;1;2006
10781;Beejing;100000002;5;2007
10782;New York;100000003;1;2011
10783;Sau Paulo;100000000;2;2003
10784;Sau Paulo;100000004;4;2018
10787;Bagota;100000006;4;2010
10790;Beejing;100000000;1;2005
10792;Beejing;100000006;4;2004
10794;New York;100000005;5;2002
10795;New York;100000006;4;2004
10797;Bagota;100000002;3;2006
10798;Sau Paulo;100000001;2;2006
10801;Bagota;100000003;3;2005
10803;London;100000001;2;2005
10804;Beejing;100000005;5;2004
10806;Bagota;100000000;4;2007
10807;Mumbai;100000002;1;2006
10808;Bagota;100000005;4;2005
10810;New York;100000000;4;2011
10813;London;100000004;5;2017
10814;Bagota;100000005;1;2003
10816;Stockholm;100000006;3;2004
10818;Philadelphia;100000004;5;2008
10819;Beejing;100000001;3;2008
10821;Philadelphia;100000000;1;2008
10822;London;100000006;1;2000
10823;Bagota;100000004;3;2009
10824;New York;100000003;1;2013
10825;Stockholm;100000005;4;2006
10826;New York;100000004;2;2006
10828;Philadelphia;100000001;3;2006
10829;Sau Paulo;100000003;5;2000
10831;Philadelphia;100000006;2;2005
10832;Sau Paulo;100000003;2;2011
10833;New York;100000004;1;2018
10834;London;100000004;3;2015
10835;Mumbai;100000006;4;2010
10836;London;100000001;1;2008
10837;London;100000005;3;2003
10839;Stockholm;100000004;4;2000
10840;New York;100000004;4;2003
10841;Beejing;100000003;4;2011
10842;Sau Paulo;100000004;5;2002
10843;Bagota;100000001;2;2004
10845;Stockholm;100000001;3;2010
10848;New York;100000006;5;2013
10850;Sau Paulo;100000002;1;2010
10852;Philadelphia;100000006;5;2003
10853;London;100000005;5;2013
10854;London;100000000;2;2009
10855;Bagota;100000003;4;2016
10856;Philadelphia;100000003;2;2014
10858;Bagota;100000001;2;2008
10860;Mumbai;100000003;1;2011
10861;Philadelphia;100000001;1;2001
10862;Mumbai;100000005;1;2012
10863;Stockholm;100000001;3;2014
10864;Sau Paulo;100000006;4;2002
10865;Sau Paulo;100000003;5;2008
10866;New York;100000002;4;2005
10868;New York;100000000;5;2005
10870;Sau Paulo;100000003;5;2003
10872;New York;100000004;1;2003
10873;Sau Paulo;100000003;2;2000
10874;Sau Paulo;100000003;2;2001
10877;New York;100000000;2;2008
10878;Stockholm;100000005;5;2000
10879;New York;100000002;2;2003
10880;Philadelphia;100000001;1;2005
10882;Mumbai;100000000;2;2016
10883;Stockholm;100000006;5;2011
10884;London;100000000;2;1989
10885;Philadelphia;100000001;2;2009
10888;New York;100000001;1;2008
10891;Mumbai;100000004;5;1995
10893;Stockholm;100000002;2;1996
10894;Philadelphia;100000006;3;2016
10895;London;100000001;2;2013
10896;Beejing;100000002;3;2018
10898;Bagota;100000001;5;2014
10899;Sau Paulo;100000001;4;2013
10900;Bagota;100000006;5;2016
10901;Mumbai;100000003;2;1993
10903;Philadelphia;100000005;3;2003
10906;Stockholm;100000004;4;2002
10907;London;100000002;1;2018
10908;Philadelphia;100000000;4;2007
10910;Stockholm;100000001;3;2017
10911;Bagota;100000005;1;2003
10913;Sau Paulo;100000003;3;2000
10916;London;100000005;2;2006
10917;Philadelphia;100000002;5;1994
10923;Philadelphia;100000003;1;2015
10926;Philadelphia;100000003;4;1997
10927;Bagota;100000001;4;2005
10931;Sau Paulo;100000000;3;2018
10932;Stockholm;100000003;2;1996
10933;Mumbai;100000002;1;2012
10934;Mumbai;100000001;2;2013
10935;London;100000003;1;1995
10937;Beejing;100000000;5;2016
10938;Stockholm;100000005;5;2003
10940;Mumbai;100000005;1;2007
10941;Bagota;100000006;4;2001
10942;Stockholm;100000002;2;2017
10943;Bagota;100000002;3;1996
10944;London;100000004;1;2013
10953;London;100000003;3;1993
10954;Stockholm;100000004;2;2001
10955;Bagota;100000001;5;2003
10958;Beejing;100000006;1;2015
10959;Sau Paulo;100000004;3;2017
10960;Beejing;100000001;1;1996
10961;New York;100000000;2;2003
10966;Philadelphia;100000001;4;2017
10969;New York;100000005;1;2006
10970;Bagota;100000002;5;2014
10971;Mumbai;100000004;3;2003
10972;New York;100000003;2;2009
10973;Mumbai;100000000;5;2016
10974;Beejing;100000001;5;2015
10982;Sau Paulo;100000000;3;1996
10983;Mumbai;100000002;2;2008
10985;Beejing;100000006;5;2003
10986;Bagota;100000001;5;2004
10987;Sau Paulo;100000002;3;2013
10991;Beejing;100000002;1;2013
10994;Sau Paulo;100000002;4;2012
10995;Sau Paulo;100000006;3;2016
10996;London;100000005;1;2014
10998;Bagota;100000003;4;1998
10999;Mumbai;100000003;1;1994
11000;New York;100000005;3;1999
11002;Beejing;100000006;5;2018
11003;Philadelphia;100000000;3;2007
11004;Stockholm;100000002;2;1998
11007;Bagota;100000004;5;2018
11009;Bagota;100000002;1;2010
11010;Mumbai;100000004;1;1993
11011;New York;100000001;1;2010
11012;Philadelphia;100000005;2;2017
11014;Stockholm;100000002;1;2009
11015;Sau Paulo;100000002;3;2017
11018;Bagota;100000004;3;2018
11021;Stockholm;100000004;1;2006
11022;New York;100000003;5;2006
11023;Philadelphia;100000003;1;2016
11024;Stockholm;100000005;2;2008
11028;London;100000000;3;2013
11029;Sau Paulo;100000003;4;1996
11031;Mumbai;100000003;2;2008
11034;London;100000003;4;2019
11036;Philadelphia;100000004;4;2009
11037;Bagota;100000006;2;2010
11038;New York;100000006;4;1993
11039;Philadelphia;100000001;1;2007
11040;Sau Paulo;100000002;2;2010
11046;Bagota;100000000;3;2004
11047;Sau Paulo;100000005;4;2017
11049;Bagota;100000002;5;2012
11051;Stockholm;100000006;1;2013
11056;Sau Paulo;100000006;1;2017
11058;Stockholm;100000002;2;2014
11059;Stockholm;100000005;2;2004
11061;Stockholm;100000004;2;2013
11062;Beejing;100000000;2;2017
11064;London;100000006;5;2017
11066;New York;100000004;4;1993
11071;New York;100000003;2;2010
11072;New York;100000001;5;2012
11073;London;100000000;5;2014
11074;Sau Paulo;100000001;3;2017
11075;Mumbai;100000000;1;1999
11076;Bagota;100000006;4;2006
11077;Bagota;100000004;1;2011
11079;Stockholm;100000002;3;2008
11081;London;100000000;1;2014
11082;Bagota;100000000;4;1998
11083;New York;100000000;2;2009
11084;Beejing;100000006;4;2018
11086;Sau Paulo;100000004;5;2002
11088;Bagota;100000005;4;2009
11089;Mumbai;100000006;4;1997
11091;Stockholm;100000005;1;2007
11093;Mumbai;100000004;1;2016
11096;Beejing;100000002;1;1990
11097;Stockholm;100000006;1;2007
11099;Sau Paulo;100000004;4;2018
11100;Mumbai;100000003;4;1997
11101;Beejing;100000000;1;2003
11102;New York;100000003;1;1999
11103;Bagota;100000002;4;2016
11105;Stockholm;100000004;1;1994
11106;Sau Paulo;100000003;4;2011
11107;Philadelphia;100000000;4;2006
11108;London;100000006;5;2001
11115;London;100000000;4;2011
11118;Sau Paulo;100000006;5;2013
11119;Philadelphia;100000006;4;2018
11120;Sau Paulo;100000005;5;2015
11121;Bagota;100000001;4;2004
11122;Philadelphia;100000003;5;2016
11123;Beejing;100000006;5;2018
11124;Mumbai;100000004;4;2015
11125;Stockholm;100000006;1;1990
11129;Sau Paulo;100000006;5;1999
11130;Mumbai;100000004;1;2013
11132;London;100000004;3;2008
11133;Beejing;100000003;4;1997
11136;New York;100000000;5;1998
11139;Mumbai;100000005;5;2003
11140;Philadelphia;100000004;4;2015
11142;Philadelphia;100000000;2;2016
11143;Bagota;100000003;4;2017
11144;Beejing;100000002;5;1989
11145;New York;100000002;1;2019
11149;Bagota;100000002;2;2008
11150;Mumbai;100000004;4;2010
11152;Stockholm;100000001;4;2015
11153;Sau Paulo;100000003;1;2014
11155;Stockholm;100000004;5;2001
11157;London;100000004;1;2006
11158;Philadelphia;100000004;3;2016
11161;Philadelphia;100000004;3;2015
11162;Mumbai;100000001;5;2015
11163;Beejing;100000001;4;2011
11164;Stockholm;100000005;4;2006
11165;Stockholm;100000000;5;2011
11166;Stockholm;100000001;5;2013
11167;Sau Paulo;100000000;1;1999
11168;Stockholm;100000003;3;2016
11169;New York;100000006;5;2005
11171;Sau Paulo;100000000;4;2007
11172;Bagota;100000005;2;2007
11175;Beejing;100000006;4;2013
11182;New York;100000000;4;2004
11185;Stockholm;100000001;4;2011
11187;Mumbai;100000006;5;1996
11188;New York;100000006;3;2015
11190;London;100000004;4;2012
11191;Philadelphia;100000003;2;2014
11193;London;100000004;2;2013
11194;Philadelphia;100000005;5;2009
11195;Stockholm;100000002;1;2014
11196;Mumbai;100000003;1;2007
11197;Stockholm;100000004;5;2018
11198;Philadelphia;100000005;2;1995
11199;Sau Paulo;100000004;4;2018
11201;Bagota;100000002;1;2014
11202;Mumbai;100000000;3;2009
11203;London;100000006;3;2017
11204;London;100000002;1;2003
11205;New York;100000000;5;2009
11206;Mumbai;100000000;5;2002
11207;Sau Paulo;100000002;1;2016
11208;Philadelphia;100000001;4;2013
11209;Philadelphia;100000005;4;2012
11210;Mumbai;100000003;4;2013
11211;Mumbai;100000005;3;2017
11212;New York;100000004;4;1991
11213;London;100000000;2;1999
11216;Philadelphia;100000002;5;2016
11218;Mumbai;100000003;1;2005
11219;Philadelphia;100000001;1;1989
11222;Mumbai;100000006;3;1989
11223;Stockholm;100000004;4;2016
11224;Beejing;100000003;5;2013
11229;London;100000001;1;2016
11230;Sau Paulo;100000004;1;1998
11232;Beejing;100000003;3;2004
11234;Sau Paulo;100000001;3;2012
11235;Beejing;100000005;2;2008
11238;Beejing;100000005;1;2010
11239;Bagota;100000003;3;2018
11240;Beejing;100000005;4;1993
11242;Mumbai;100000003;5;2008
11243;Sau Paulo;100000005;1;1994
11244;Mumbai;100000003;1;2016
11246;Philadelphia;100000003;2;2006
11249;New York;100000001;3;1994
11250;Sau Paulo;100000000;1;2016
11251;Bagota;100000006;4;2009
11252;Sau Paulo;100000004;4;2003
11255;Bagota;100000005;2;2001
11257;Mumbai;100000004;2;1991
11258;New York;100000002;4;2014
11260;Stockholm;100000004;2;2012
11263;Bagota;100000000;4;2017
11264;Philadelphia;100000002;4;2001
11267;New York;100000004;2;2006
11268;Beejing;100000006;3;2018
11269;Beejing;100000003;3;1999
11270;London;100000006;4;2016
11271;Beejing;100000003;4;2014
11272;London;100000005;3;1998
11273;London;100000003;4;2002
11274;New York;100000002;3;2010
11276;New York;100000000;5;1997
11277;New York;100000002;4;2017
11279;Philadelphia;100000006;1;2015
11280;Bagota;100000003;1;2018
11282;Mumbai;100000002;1;2007
11283;Stockholm;100000000;3;2008
11285;Stockholm;100000003;5;2017
11286;Stockholm;100000005;5;1992
11289;London;100000003;2;2016
11293;Sau Paulo;100000002;1;2014
11296;London;100000006;1;2017
11298;Stockholm;100000001;5;2015
11299;Philadelphia;100000004;5;1996
11300;Stockholm;100000005;5;2016
11301;Sau Paulo;100000005;1;2012
11302;Stockholm;100000001;2;2016
11303;Mumbai;100000006;3;2008
11304;Stockholm;100000002;3;2018
11307;Philadelphia;100000001;2;2008
11308;Sau Paulo;100000005;5;1999
11310;Mumbai;100000001;4;2013
11311;Sau Paulo;100000003;5;2013
11312;Sau Paulo;100000004;3;2014
11314;Stockholm;100000002;2;2007
11316;Bagota;100000002;3;2017
11317;Philadelphia;100000003;5;2012
11319;Philadelphia;100000002;4;2016
11320;Beejing;100000001;2;2017
11321;Stockholm;100000003;5;2010
11322;Philadelphia;100000006;1;2015
11324;Sau Paulo;100000003;3;1998
11325;Stockholm;100000005;4;1995
11327;Sau Paulo;100000002;3;1998
11330;Bagota;100000000;3;2009
11331;Beejing;100000004;1;2001
11334;New York;100000006;3;1991
11335;Philadelphia;100000000;5;2013
11338;London;100000003;4;2004
11339;Beejing;100000004;1;1990
11340;Mumbai;100000006;3;2018
11342;New York;100000001;3;2012
11347;London;100000005;4;2005
11349;Philadelphia;100000005;3;2006
11350;New York;100000005;4;1995
11353;New York;100000003;1;2009
11355;Stockholm;100000001;2;2005
11356;New York;100000002;1;2017
11357;New York;100000002;4;2007
11358;Bagota;100000000;1;2005
11359;Stockholm;100000004;1;2008
11363;Sau Paulo;100000003;5;2014
11364;Sau Paulo;100000003;3;2014
11366;New York;100000004;3;2016
11367;Beejing;100000003;1;2015
11370;London;100000005;4;2006
11373;Bagota;100000005;4;2004
11374;Bagota;100000005;5;2015
11376;Bagota;100000001;5;1996
11378;New York;100000000;5;1997
11379;Sau Paulo;100000002;5;2001
11380;Bagota;100000004;1;2009
11381;Stockholm;100000003;5;1989
11383;Philadelphia;100000000;5;2005
11390;New York;100000002;3;2017
11391;Stockholm;100000006;1;1991
11392;Stockholm;100000006;3;2015
11395;Stockholm;100000004;2;2006
11398;New York;100000003;5;2018
11399;Bagota;100000006;1;2006
11400;New York;100000000;5;2017
11401;New York;100000005;4;1995
11402;Stockholm;100000001;5;2015
11403;Beejing;100000002;3;2015
11405;Sau Paulo;100000005;3;1989
11406;Mumbai;100000004;4;1997
11407;Mumbai;100000006;5;2017
11408;New York;100000006;5;2015
11409;Philadelphia;100000005;1;2012
11412;London;100000003;2;2000
11414;Bagota;100000006;1;1995
11415;Beejing;100000005;5;2006
11417;New York;100000002;4;2015
11418;Beejing;100000000;2;1993
11419;Stockholm;100000000;5;2002
11420;Bagota;100000001;2;2003
11421;Stockholm;100000003;2;1990
11422;Sau Paulo;100000004;2;2012
11423;New York;100000000;4;1991
11425;Sau Paulo;100000006;1;2000
11428;London;100000002;5;2018
11429;New York;100000004;1;2017
11431;Stockholm;100000000;5;2014
11433;Bagota;100000002;1;2003
11434;Mumbai;100000006;1;2007
11435;Philadelphia;100000004;5;2016
11436;London;100000006;4;2006
11437;Bagota;100000001;5;2016
11440;London;100000005;1;2001
11442;Beejing;100000004;5;2017
11444;Philadelphia;100000006;5;2011
11445;Stockholm;100000000;1;1997
11447;Stockholm;100000006;2;2014
11448;Beejing;100000005;1;2001
11449;London;100000002;4;2018
11450;Stockholm;100000002;3;2013
11451;Stockholm;100000006;4;2007
11452;London;100000004;3;2008
11455;Mumbai;100000003;4;2014
11458;Bagota;100000004;1;2006
11459;Bagota;100000002;4;1993
11460;Philadelphia;100000000;2;2008
11461;New York;100000000;1;2000
11462;Stockholm;100000000;5;2016
11465;Mumbai;100000005;3;2005
11468;London;100000000;5;2000
11469;Sau Paulo;100000002;4;2003
11470;Stockholm;100000000;1;1997
11471;Philadelphia;100000003;1;2019
11472;New York;100000002;5;1997
11473;Sau Paulo;100000000;4;2016
11476;London;100000000;2;1994
11479;Beejing;100000005;1;2005
11481;Stockholm;100000001;3;2004
11483;Sau Paulo;100000002;3;1996
11490;Beejing;100000004;4;2012
11491;Philadelphia;100000000;2;2014
11492;Beejing;100000002;3;2016
11493;Philadelphia;100000002;3;2012
11495;Philadelphia;100000003;3;2009
11496;Mumbai;100000006;5;2002
11501;Philadelphia;100000000;1;2002
11502;Stockholm;100000005;1;2007
11503;London;100000001;1;2016
11506;Philadelphia;100000002;3;2011
11508;London;100000006;5;2016
11509;London;100000006;5;2017
11510;Stockholm;100000006;1;2018
11515;Philadelphia;100000006;2;2001
11518;Mumbai;100000001;2;1990
11520;Beejing;100000000;5;2007
11523;Sau Paulo;100000002;2;2005
11524;Mumbai;100000000;4;2003
11525;New York;100000004;4;2006
11527;Mumbai;100000002;3;2015
11528;London;100000006;1;2017
11531;Bagota;100000004;5;2019
11532;Mumbai;100000004;2;1993
11533;Bagota;100000002;1;1993
11534;Sau Paulo;100000002;1;2015
11538;Bagota;100000004;2;1991
11539;London;100000004;3;2009
11542;Mumbai;100000001;3;2003
11546;New York;100000002;1;2010
11547;Stockholm;100000005;2;2007
11548;Mumbai;100000003;3;2014
11553;Sau Paulo;100000000;4;1997
11554;Bagota;100000004;5;2006
11555;New York;100000001;1;2001
11556;Stockholm;100000005;4;2008
11559;Stockholm;100000006;1;2008
11560;Sau Paulo;100000005;2;1997
11561;Bagota;100000003;4;2009
11562;Stockholm;100000006;5;2015
11564;London;100000003;2;1999
11567;Philadelphia;100000000;2;2017
11568;Sau Paulo;100000002;4;1994
11570;Sau Paulo;100000003;4;2005
11573;Philadelphia;100000005;5;2014
11575;Beejing;100000004;4;2015
11577;London;100000002;3;2003
11578;Mumbai;100000000;1;2002
11580;Stockholm;100000002;4;1991
11581;Beejing;100000003;2;2005
11582;Bagota;100000006;1;2014
11583;Stockholm;100000002;5;2015
11584;New York;100000001;4;2009
11586;London;100000004;4;2009
11587;London;100000006;3;2013
11589;Philadelphia;100000004;5;2011
11590;Mumbai;100000001;5;2012
11591;Beejing;100000004;5;1997
11592;Bagota;100000005;3;2014
11596;Bagota;100000005;3;2004
11597;Stockholm;100000000;2;2000
11598;Mumbai;100000006;5;2011
11600;Sau Paulo;100000004;3;1993
11605;Mumbai;100000002;5;2011
11607;Stockholm;100000004;1;1991
11608;New York;100000001;3;1995
11609;New York;100000004;3;2004
11611;Mumbai;100000001;3;2015
11612;Philadelphia;100000001;2;2016
11613;New York;100000005;4;2013
11615;Philadelphia;100000003;1;2006
11617;Mumbai;100000000;3;2016
11618;London;100000003;3;1993
11619;Sau Paulo;100000002;2;2019
11621;London;100000001;5;2019
11622;Philadelphia;100000004;2;2005
11624;Sau Paulo;100000000;1;2005
11625;Sau Paulo;100000001;3;2001
11626;Philadelphia;100000000;2;1993
11627;Stockholm;100000002;2;2005
11629;Stockholm;100000001;4;2006
11630;London;100000003;1;2014
11632;Bagota;100000004;3;2016
11633;Stockholm;100000006;2;2018
11634;London;100000001;3;2015
11635;Beejing;100000002;3;1995
11640;Stockholm;100000005;4;1992
11642;Sau Paulo;100000004;1;2016
11644;New York;100000004;2;2003
11646;Philadelphia;100000003;1;2006
11647;London;100000005;2;2011
11649;Sau Paulo;100000006;1;2015
11650;Bagota;100000004;3;2009
11652;London;100000006;1;2012
11654;Sau Paulo;100000006;2;2014
11655;Stockholm;100000001;4;2015
11656;Beejing;100000001;5;2014
11659;Bagota;100000001;1;1993
11660;New York;100000003;3;2009
11661;New York;100000000;2;2008
11666;Philadelphia;100000006;4;1996
11667;Bagota;100000005;5;2013
11668;London;100000004;4;2009
11671;Philadelphia;100000003;3;1997
11672;Philadelphia;100000002;4;2014
11674;Beejing;100000000;3;2001
11675;London;100000005;1;2011
11677;Stockholm;100000006;2;1996
11678;Stockholm;100000002;2;1991
11679;Mumbai;100000006;3;2011
11680;New York;100000004;2;2016
11681;Mumbai;100000000;5;2007
11683;Philadelphia;100000002;3;1995
11684;New York;100000003;5;2014
11685;Philadelphia;100000000;4;2014
11689;Stockholm;100000000;4;2008
11693;Stockholm;100000004;4;2015
11694;New York;100000000;5;2003
11696;Sau Paulo;100000001;5;1996
11697;Sau Paulo;100000004;5;1999
11698;London;100000005;1;2015
11700;Philadelphia;100000006;3;2019
11701;Beejing;100000005;2;1992
11702;Bagota;100000004;2;2009
11703;New York;100000002;2;1994
11708;Mumbai;100000003;5;2011
11710;Sau Paulo;100000006;5;2008
11711;London;100000000;5;2009
11713;Sau Paulo;100000004;1;1996
11714;Beejing;100000002;5;2016
11715;New York;100000002;1;2014
11717;Beejing;100000000;4;2016
11718;Sau Paulo;100000002;2;2004
11719;Beejing;100000004;2;2010
11720;Philadelphia;100000006;2;2006
11722;Sau Paulo;100000002;4;2005
11723;Beejing;100000003;1;1994
11724;Philadelphia;100000004;5;2013
11726;London;100000005;4;2006
11727;Philadelphia;100000003;1;2014
11728;Bagota;100000005;1;1999
11729;Bagota;100000006;1;2011
11730;Philadelphia;100000005;5;2015
11731;Philadelphia;100000002;5;2003
11732;Bagota;100000002;4;2007
11734;Bagota;100000001;4;2018
11736;Philadelphia;100000002;1;1998
11738;New York;100000002;5;2014
11740;Mumbai;100000001;3;2013
11741;Beejing;100000003;4;2008
11742;London;100000005;1;1989
11744;Stockholm;100000003;2;1995
11747;London;100000001;4;1998
11748;London;100000002;1;2003
11749;Mumbai;100000000;3;2006
11750;Beejing;100000000;2;1992
11752;New York;100000006;1;2008
11753;New York;100000005;5;1995
11754;New York;100000001;4;2001
11755;Bagota;100000003;1;1999
11756;Sau Paulo;100000000;1;2004
11757;Beejing;100000002;1;2001
11758;Philadelphia;100000004;4;1992
11759;New York;100000004;3;2014
11761;Bagota;100000005;4;2009
11762;Bagota;100000003;3;2002
11763;London;100000005;3;2014
11764;Beejing;100000003;1;2011
11765;Bagota;100000003;3;2014
11767;New York;100000003;3;2014
11768;London;100000001;3;2018
11772;Bagota;100000005;1;2017
11775;Mumbai;100000002;2;1989
11779;Philadelphia;100000001;5;2015
11780;Beejing;100000003;2;2007
11783;Bagota;100000002;2;2012
11784;Beejing;100000004;4;2015
11786;London;100000000;4;2010
11789;Stockholm;100000006;1;1997
11791;London;100000003;1;2014
11792;Stockholm;100000006;1;2013
11793;Mumbai;100000002;3;2012
11794;Beejing;100000000;1;2015
11797;Mumbai;100000005;2;2017
11798;Beejing;100000003;2;2018
11799;Stockholm;100000006;4;2018
11800;Beejing;100000000;2;1994
11801;Sau Paulo;100000004;5;2013
11803;Mumbai;100000005;5;1991
11804;Philadelphia;100000001;1;2004
11807;New York;100000006;3;1995
11808;Stockholm;100000001;2;2019
11809;Sau Paulo;100000003;4;2006
11810;Philadelphia;100000004;4;2014
11812;Mumbai;100000001;1;1999
11814;Beejing;100000005;1;2015
11815;Mumbai;100000003;2;1998
11816;Beejing;100000004;1;2014
11817;Sau Paulo;100000003;5;1994
11818;Stockholm;100000006;2;2015
11822;Bagota;100000004;2;1994
11823;Philadelphia;100000001;4;2005
11824;London;100000002;5;2016
11827;Sau Paulo;100000000;3;2011
11828;London;100000006;4;2008
11829;Sau Paulo;100000006;2;1994
11832;Philadelphia;100000001;3;1993
11833;Beejing;100000001;2;2006
11837;New York;100000005;3;1996
11839;Philadelphia;100000001;1;1990
11842;Mumbai;100000002;3;2015
11844;London;100000001;2;2002
11847;Bagota;100000006;3;2018
11849;Sau Paulo;100000001;1;1994
11850;Sau Paulo;100000000;1;2005
11854;London;100000000;1;2015
11857;New York;100000004;4;1990
11859;Sau Paulo;100000005;3;2010
11864;Mumbai;100000006;2;2000
11868;Bagota;100000000;4;2002
11871;Philadelphia;100000005;1;2001
11876;Bagota;100000001;2;2013
11879;London;100000003;1;2001
11882;London;100000001;3;2017
11883;Stockholm;100000003;1;2014
11886;Bagota;100000006;3;1993
11888;Beejing;100000003;1;2013
11890;Philadelphia;100000001;5;2015
11893;Bagota;100000003;5;2018
11894;Stockholm;100000001;1;2014
11896;Philadelphia;100000004;2;2009
11897;Mumbai;100000000;4;2015
11898;London;100000006;2;2008
11900;London;100000004;3;1993
11902;Sau Paulo;100000005;1;2009
11903;New York;100000002;2;2006
11904;Sau Paulo;100000004;4;1993
11905;Bagota;100000002;2;1995
11906;Mumbai;100000004;5;2018
11907;Bagota;100000000;3;2000
11908;Beejing;100000003;2;2015
11909;New York;100000002;5;2010
11910;Mumbai;100000006;2;1996
11911;Sau Paulo;100000002;3;2012
11912;Beejing;100000005;4;2006
11914;Sau Paulo;100000005;1;2006
11915;Bagota;100000005;1;2018
11916;Beejing;100000006;5;2015
11917;Beejing;100000000;2;2014
11918;Philadelphia;100000005;5;2014
11921;Stockholm;100000002;5;2016
11922;Mumbai;100000000;5;2000
11923;Philadelphia;100000005;5;2013
11924;London;100000005;3;2000
11927;Philadelphia;100000001;3;1993
11933;Philadelphia;100000001;5;1996
11934;Bagota;100000000;3;1991
11935;Stockholm;100000004;2;2011
11936;Stockholm;100000001;2;2003
11937;Philadelphia;100000005;2;2016
11940;Stockholm;100000005;3;2004
11941;Sau Paulo;100000006;3;2005
11942;Mumbai;100000006;5;2014
11943;London;100000000;4;1996
11944;Bagota;100000006;3;2015
11946;Beejing;100000005;2;2009
11953;Mumbai;100000005;4;2017
11954;Philadelphia;100000006;2;2016
11955;Stockholm;100000002;4;2007
11956;New York;100000006;2;2012
11957;Stockholm;100000000;1;2017
11958;Bagota;100000000;5;2002
11959;Philadelphia;100000001;4;2018
11960;Stockholm;100000002;4;2016
11964;Philadelphia;100000005;2;2010
11965;Philadelphia;100000006;2;2009
11966;Philadelphia;100000000;4;1996
11972;Stockholm;100000002;4;2003
11973;Bagota;100000004;1;2000
11974;Mumbai;100000001;2;2017
11975;Sau Paulo;100000002;2;2011
11976;Mumbai;100000005;2;2015
11977;Philadelphia;100000003;4;2007
11980;Mumbai;100000004;1;2005
11981;Beejing;100000004;4;2014
11982;Mumbai;100000000;2;2006
11987;Sau Paulo;100000006;4;2010
11988;London;100000005;1;2014
11991;Bagota;100000005;2;2013
11993;London;100000005;5;2018
11995;New York;100000001;5;2014
11997;Stockholm;100000001;3;1994
